text,intent_true,intent_pred,escalation_true,escalation_pred,reply_x,scores,reply_y
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@199682 for more information on payment revision, please visit :  (2/2) ^as",billing_problem,billing_problem,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
